,company_id,company_name,flag
587,51976,AG Chemi Group,0
588,51976,AG Chemi Group,0
589,51976,AG Chemi Group,0
590,51976,AG Chemi Group,0
591,51976,AG Chemi Group,0
592,51976,AG Chemi Group,0
593,51976,AG Chemi Group,0
594,51976,AG Chemi Group,0
595,51976,AG Chemi Group,0
596,51976,AG Chemi Group,0
597,51976,AG Chemi Group,0
598,51976,AG Chemi Group,0
599,51976,AG Chemi Group,0
600,51976,AG Chemi Group,0
601,51976,AG Chemi Group,0
602,51976,AG Chemi Group,0
603,51976,AG Chemi Group,0
604,51976,AG Chemi Group,1
605,51976,AG Chemi Group,0
606,51976,AG Chemi Group,0
607,51976,AG Chemi Group,0
608,51976,AG Chemi Group,0
609,51976,AG Chemi Group,0
610,51976,AG Chemi Group,0
611,51976,AG Chemi Group,0
612,51976,AG Chemi Group,0
613,51976,AG Chemi Group,0
614,51976,AG Chemi Group,0
615,51976,AG Chemi Group,0
616,51976,AG Chemi Group,0
617,51976,AG Chemi Group,0
618,51976,AG Chemi Group,0
619,51976,AG Chemi Group,0
620,51976,AG Chemi Group,0
621,51976,AG Chemi Group,0
622,51976,AG Chemi Group,0
623,51976,AG Chemi Group,0
624,51976,AG Chemi Group,0
625,51976,AG Chemi Group,0
626,51976,AG Chemi Group,0
627,51976,AG Chemi Group,0
628,51976,AG Chemi Group,0
629,51976,AG Chemi Group,0
630,51976,AG Chemi Group,0
631,51976,AG Chemi Group,0
632,51976,AG Chemi Group,1
633,51976,AG Chemi Group,0
634,51976,AG Chemi Group,0
635,51976,AG Chemi Group,1
636,51976,AG Chemi Group,0
637,51976,AG Chemi Group,0
638,51976,AG Chemi Group,0
639,51976,AG Chemi Group,0
640,51976,AG Chemi Group,0
641,51976,AG Chemi Group,0
642,51976,AG Chemi Group,0
643,51976,AG Chemi Group,0
644,51976,AG Chemi Group,0
645,51976,AG Chemi Group,0
646,51976,AG Chemi Group,0
647,51976,AG Chemi Group,0
648,51976,AG Chemi Group,0
649,51976,AG Chemi Group,0
