Timestamp,Gender,Location,Age,Qualification,field_of_study,Purpose_for_chilla,Experience,Age1,What are you?,Latitude,Longitude,Blood group ,Network,Prepaid or Postpaid,System,Weight,Height,Glasses,First line of code,Programming language,Marital Status,Coding Hours,Vaccinated,Load shedding,Area
1/4/22 18:05,Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,0,90,Unemplyed,30.46,70.96,AB+,Mobilink,Prepaid,Apna Laptop,90,1.4,No,In this chilla,Python,No,4,Yes,5,Rural
1/4/22 18:09,Female,Pakistan,46-60,Masters,Others,Awen,10.1,46.4,Employed,5.101898,35.742184,B+,U-fone,Prepaid,Apna Laptop,90,158,Yes,In this chilla,Python,Yes,5,Yes,1,Rural
1/4/22 18:05,Male,Pakistan,41-45,Masters,CS/IT,to boost my skill set,20.5,44.8,Employed,33.5834311,73.035718,B+,Mobilink,Prepaid,Apna Laptop,70.5,1.76,Yes,<3 years ago,Python,Yes,1,Yes,3,Urbun
1/4/22 18:05,Male,West,41-45,Masters,CS/IT,to boost my skill set,20,43,Employed,16.9228,42.5584,B+,International,Prepaid,Apna Laptop,82.5,182.5,Yes,>3 years ago,Others,Yes,1,Yes,0,International
1/4/22 18:05,Female,Pakistan,41-45,Masters,Enginnering,to boost my skill set,4,43,Employed,27,77,B+,Mobilink,Prepaid,Apna Laptop,70,1615,Yes,>3 years ago,C++,Yes,1,Yes,4,Rural
1/4/22 18:10,Male,Pakistan,41-45,Masters,CS/IT,to boost my skill set,16.5,43,Employed,33.6323139,73.0510025,B+,Mobilink,Prepaid,Apna Laptop,87,183.1,No,>3 years ago,Python,Yes,3,Yes,2,Urbun
1/4/22 18:11,Male,Pakistan,41-45,Masters,Others,to boost my skill set,2,42,Employed,27.2046,77.4977,B+,U-fone,Prepaid,Apna Laptop,70,14.478,Yes,In this chilla,Python,Yes,3,Yes,1,Urbun
1/4/22 18:15,Male,Pakistan,41-45,Masters,Software Eng.,to boost my skill set,15,42,Employed,27.2046,77.4977,B+,Mobilink,Prepaid,Apna Laptop,75,170.688,Yes,<3 years ago,C#,Yes,16,Yes,1,Urbun
1/4/22 18:05,Male,Pakistan,41-45,Masters,Natural Sciences,to boost my skill set,17,42,Employed,35.57424,73.12677,O+,Mobilink,Postpaid,Apna Laptop,90,179,Yes,In this chilla,Others,Yes,1,Yes,20,Urbun
1/4/22 18:05,Male,Pakistan,41-45,Masters,Natural Sciences,to boost my skill set,13,41,Employed,33.5651,73.0169,B+,U-fone,Prepaid,Kisi ka laptop,97,164.592,No,>3 years ago,Others,Yes,4,Yes,1,Rural
1/4/22 18:15,Male,Pakistan,36-40,Bachelors,CS/IT,to boost my skill set,11.3,40.1,Employed,30.268503,71.497756,A+,Zong,Prepaid,Apna Laptop,86.34,179.83,No,>3 years ago,Python,Yes,1,Yes,3,Urbun
1/4/22 18:05,Male,Pakistan,41-45,Masters,Natural Sciences,Abhi tak pata nahi,2,40,Employed,31.5204,74.3587,O+,Mobilink,Prepaid,Apna Laptop,83.5,175.5,No,<3 years ago,Python,Yes,1,Yes,3,Urbun
1/4/22 18:07,Male,Pakistan,36-40,Masters,Natural Sciences,to boost my skill set,2,40,Unemplyed,33.56285025,73.12779975,B+,U-fone,Prepaid,Apna Laptop,80,167.64,No,In this chilla,Python,Yes,3,Yes,3,Rural
1/4/22 18:04,Female,Pakistan,36-40,Bachelors,CS/IT,to boost my skill set,0,39,Unemplyed,31.582045,74.329673,O+,U-fone,Postpaid,Apna Laptop,71,160,Yes,>3 years ago,Python,Yes,1,Yes,0,Urbun
1/4/22 18:22,Male,Pakistan,36-40,Masters,CS/IT,Switch my field of study,5,38,Employed,29.38720795,71.67315717,O+,Mobilink,Prepaid,Apna Laptop,84,5.1,No,<3 years ago,C#,Yes,1,Yes,0,Urbun
1/4/22 18:04,Male,Pakistan,36-40,Masters,Business/Economics,Switch my field of study,5,38,Student,31.5204,74.3587,B-,Mobilink,Prepaid,Apna Laptop,93.9,177.8,No,<3 years ago,Python,No,4,Yes,1,Urbun
1/4/22 18:07,Male,Pakistan,36-40,Masters,Others,to boost my skill set,4,38,Employed,34.76,72.57,B+,U-fone,Prepaid,Apna Laptop,70.2,13.7,No,>3 years ago,C#,Yes,1,Yes,9,Rural
1/4/22 18:02,Male,Pakistan,36-40,Masters,Natural Sciences,to boost my skill set,5,38,Unemplyed,200,100,B+,U-fone,Prepaid,Apna Laptop,77,179,No,>3 years ago,Python,Yes,3,Yes,2,Urbun
1/4/22 18:05,Male,Pakistan,36-40,PhD,Enginnering,to boost my skill set,10,37,Unemplyed,30.791,72.2393,O+,Mobilink,Prepaid,Apna Laptop,77,167.64,Yes,>3 years ago,Python,Yes,2,Yes,2,Rural
1/4/22 18:04,Male,Pakistan,36-40,Masters,Natural Sciences,to boost my skill set,12,36,Employed,31.14,72.69,A+,U-fone,Prepaid,Apna Laptop,100.5,180.5,No,>3 years ago,Python,Yes,2,Yes,2,Urbun
1/4/22 18:23,Male,Pakistan,36-40,Bachelors,Enginnering,Switch my field of study,8,36,Employed,31.51519,74.25726,B+,U-fone,Prepaid,Kisi ka laptop,68.5,182.8,No,In this chilla,Python,Yes,1,Yes,0,Urbun
1/4/22 18:03,Male,Pakistan,36-40,Masters,Others,Switch my field of study,15,36,Employed,"24.967922693350182, ",67.12256305,B+,Mobilink,Prepaid,Apna Laptop,99,178,Yes,<3 years ago,Javascript,Yes,1,Yes,0,Urbun
1/4/22 18:09,Male,Pakistan,36-40,Masters,CS/IT,to boost my skill set,5.6,35.11,Employed,32.0747,73.7117,AB+,Mobilink,Prepaid,Apna Laptop,78.5,170.688,No,>3 years ago,Python,Yes,3,Yes,2,Urbun
1/4/22 18:18,Male,Pakistan,31-35,Masters,CS/IT,Switch my field of study,5,35,Employed,24.91,67.09,O+,Mobilink,Prepaid,Apna Laptop,78,174,Yes,>3 years ago,C#,No,4,Yes,3,Urbun
1/4/22 18:09,Male,Pakistan,31-35,Masters,Natural Sciences,to boost my skill set,10,35,Employed,31.1505,72.6812,B+,Telenor,Prepaid,Apna Laptop,80,173,No,I don't know how to code,Python,Yes,2,Yes,0,Rural
1/4/22 18:04,Male,Pakistan,31-35,Masters,Natural Sciences,to boost my skill set,7,35,Employed,32.18,74.19,B+,U-fone,Prepaid,Apna Laptop,75.5,170.5,No,>3 years ago,Python,Yes,2,Yes,0,Urbun
1/4/22 18:04,Male,Pakistan,31-35,Masters,Natural Sciences,to boost my skill set,9.5,35,Employed,33.3,70.5,A+,Zong,Prepaid,Apna Laptop,78.9,170,No,<3 years ago,SQL,Yes,1,Yes,1,Urbun
1/4/22 18:11,Female,Pakistan,31-35,Masters,Biology,to boost my skill set,4,35,Student,33.626,73.071,A+,Telenor,Prepaid,Apna Laptop,46.9,158.496,No,>3 years ago,Python,No,17,Yes,2,Urbun
1/4/22 18:08,Male,West,31-35,Masters,Enginnering,to boost my skill set,8,35,Employed,51.2882674,7.291086,B+,International,Postpaid,Apna Laptop,84,173,Yes,In this chilla,Python,Yes,3,Yes,0,Urbun
1/4/22 18:08,Male,Pakistan,31-35,Masters,Natural Sciences,Switch my field of study,8,34.9,Student,32.569482,70.9101,A+,U-fone,Prepaid,Apna Laptop,88,174,Yes,<3 years ago,Python,Yes,5,Yes,20,Rural
1/4/22 18:06,Male,West,31-35,Masters,Business/Economics,to boost my skill set,8.5,34.25,Employed,42.042297,-87.88932,O+,International,Postpaid,Apna Laptop,82.27,177,No,<3 years ago,Python,Yes,3,Yes,0,International
1/4/22 18:06,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,2.5,34,Employed,30.37,69.3,B+,Mobilink,Prepaid,Apna Laptop,78.5,155.7528,No,In this chilla,Python,No,3,Yes,2,Urbun
1/4/22 18:04,Male,East,31-35,PhD,Biology,Switch my field of study,8.4,33.9,Employed,22.8167,108.316666,O+,International,Prepaid,Apna Laptop,97.5,177,No,In this chilla,Python,No,5,Yes,1,International
1/4/22 18:03,Male,Pakistan,31-35,PhD,Enginnering,to boost my skill set,2,33,Employed,12.3,23.4,O+,Zong,Postpaid,Apna Laptop,70.2,168,No,In this chilla,Python,Yes,3,Yes,8,Urbun
1/4/22 18:06,Male,Pakistan,31-35,Bachelors,CS/IT,Switch my field of study,8,33,Employed,24.860966,66.9905,O+,U-fone,Prepaid,Apna Laptop,78,173.736,Yes,>3 years ago,Python,Yes,2,Yes,2,Urbun
1/4/22 18:17,Female,Pakistan,31-35,Masters,Business/Economics,to boost my skill set,0,33,Unemplyed,30.268503,71.497756,O+,U-fone,Prepaid,Apna Laptop,80,158.496,Yes,In this chilla,Python,Yes,1,Yes,0,Urbun
1/4/22 18:08,Male,Pakistan,31-35,Masters,Biology,Switch my field of study,8,33,Student,31,74,A+,Mobilink,Prepaid,Apna Laptop,63,175,No,In this chilla,Python,Yes,1,Yes,5,Rural
1/4/22 18:03,Male,Pakistan,31-35,Masters,CS/IT,to boost my skill set,2,33,Employed,32.713,72.6136,B+,Zong,Postpaid,Apna Laptop,75.8,174,No,>3 years ago,Python,Yes,1,Yes,0,Urbun
1/4/22 18:06,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,7,33,Student,33.56401,73.15805,B+,Zong,Prepaid,Apna Laptop,85,173.736,Yes,>3 years ago,Python,No,2,Yes,0,Rural
1/4/22 18:08,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,7,33,Student,33.56401,73.15805,B+,Zong,Prepaid,Apna Laptop,85,173.736,Yes,>3 years ago,Python,No,2,Yes,0,Urbun
1/4/22 18:55,Male,Pakistan,31-35,Bachelors,Enginnering,to boost my skill set,5,33,Employed,33.600538,73.13381,A+,Zong,Postpaid,Apna Laptop,83.4,172.7,Yes,>3 years ago,Python,Yes,1,Yes,1,Urbun
1/4/22 18:04,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,4,33,Employed,33.71,73.01,A+,Mobilink,Postpaid,Apna Laptop,84,183,No,>3 years ago,Python,Yes,3,Yes,2,Urbun
1/4/22 18:03,Male,Pakistan,31-35,Bachelors,Enginnering,to boost my skill set,5.5,33,Employed,33.71422,73.10047,O+,Mobilink,Prepaid,Apna Laptop,72,164,Yes,>3 years ago,C++,No,4,Yes,0,Urbun
1/4/22 18:06,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,5,33,Unemplyed,34.20004,72.03998,A-,U-fone,Prepaid,Apna Laptop,101.5,179,Yes,<3 years ago,R,Yes,1,Yes,8,Rural
1/4/22 18:07,Male,West,31-35,Bachelors,Natural Sciences,Switch my field of study,1,33,Student,60.3913,5.3221,AB+,International,Prepaid,Apna Laptop,68,167.64,No,<3 years ago,Python,Yes,1,Yes,0,International
1/4/22 18:03,Female,Pakistan,31-35,Masters,CS/IT,to boost my skill set,5,33,Employed,180,180,O+,U-fone,Postpaid,Apna Laptop,60,157,No,<3 years ago,Python,Yes,3,Yes,0,Urbun
1/4/22 18:05,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,4.5,32.8,Employed,24.904577,67.187405,A+,Mobilink,Prepaid,Desktop,88.4,180.34,Yes,In this chilla,C++,Yes,2,Yes,0,Urbun
1/4/22 18:04,Male,West,31-35,Masters,Mathematics,to boost my skill set,4,32.75,Employed,53.483959,-2.244644,B+,International,Postpaid,Apna Laptop,72.5,173,No,>3 years ago,Python,Yes,2,Yes,0,Urbun
1/4/22 18:16,Male,Pakistan,31-35,PhD,Natural Sciences,to boost my skill set,2,32.7,Employed,29.6902,72.5796,B+,U-fone,Prepaid,Apna Laptop,85.5,168,Yes,In this chilla,Python,Yes,2,Yes,0,Rural
1/4/22 18:04,Male,Pakistan,31-35,Masters,Natural Sciences,to boost my skill set,10.2,32.2,Employed,32.593021,73.5005,O-,U-fone,Prepaid,Apna Laptop,70.2,175.2,No,In this chilla,Python,Yes,3,Yes,6,Urbun
1/4/22 18:04,Male,Pakistan,31-35,Masters,CS/IT,Switch my field of study,4.5,32,Employed,27.2046,77.4977,A+,U-fone,Postpaid,Apna Laptop,70,170,No,<3 years ago,Python,Yes,4,Yes,2,Urbun
1/4/22 18:09,Male,Pakistan,31-35,Bachelors,Business/Economics,Switch my field of study,7.5,32,Employed,27.2046,77.4977,A+,U-fone,Prepaid,Apna Laptop,85,14.732,Yes,In this chilla,Python,Yes,3,No,0,Urbun
1/4/22 18:11,Female,Pakistan,31-35,Bachelors,CS/IT,to boost my skill set,5,32,Unemplyed,30.17984,66.974976,A+,Zong,Prepaid,Apna Laptop,54.5,1645.92,No,>3 years ago,Python,No,5,No,2,Urbun
1/4/22 18:27,Male,Pakistan,31-35,Bachelors,Business/Economics,Switch my field of study,7,32,Employed,30.2423415,71.4775151,A+,U-fone,Prepaid,Apna Laptop,85,14.732,Yes,In this chilla,Python,Yes,3,No,0,Urbun
1/4/22 18:19,Male,Pakistan,31-35,Bachelors,Enginnering,to boost my skill set,7.5,32,Employed,30.96,70.94,B+,U-fone,Prepaid,Apna Laptop,72,170,No,In this chilla,Python,Yes,2,Yes,0,Urbun
1/4/22 18:09,Male,Pakistan,31-35,PhD,Biology,to boost my skill set,7,32,Employed,32,74,B+,U-fone,Prepaid,Apna Laptop,79,183,Yes,In this chilla,R,Yes,3,Yes,2,Urbun
1/4/22 18:12,Male,Pakistan,31-35,Masters,CS/IT,to boost my skill set,3,32,Employed,33.657832,73.069484,AB+,Telenor,Prepaid,Desktop,55,177.8,No,<3 years ago,Python,Yes,2,Yes,0,Rural
1/4/22 18:25,Male,Pakistan,31-35,Masters,CS/IT,to boost my skill set,3,32,Employed,33.657832,73.069484,AB+,Telenor,Prepaid,Desktop,55,177.8,No,<3 years ago,Python,Yes,1,Yes,5,Rural
1/4/22 18:09,Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,5,32,Student,72.868835,32.923645,AB-,U-fone,Prepaid,Apna Laptop,72.5,173.73,No,In this chilla,Python,Yes,3,Yes,5,Urbun
1/4/22 18:10,Male,Pakistan,31-35,Bachelors,Enginnering,to boost my skill set,2,32,Employed,73.45556,72.45568,B+,Zong,Prepaid,Kisi ka laptop,86,88,No,>3 years ago,Python,No,3,Yes,20,Rural
1/4/22 18:07,Male,Pakistan,31-35,PhD,Enginnering,to boost my skill set,3.5,31.5,Employed,30.18327,66.996452,B-,Telenor,Prepaid,Apna Laptop,82.5,179.832,No,In this chilla,Python,Yes,3,Yes,0,Urbun
1/4/22 18:06,Male,West,31-35,Masters,Enginnering,Switch my field of study,6,31.5,Student,50.110924,8.682127,B+,International,Postpaid,Apna Laptop,71.5,167.1,No,<3 years ago,Python,No,2,Yes,0,International
1/4/22 18:03,Male,Pakistan,31-35,Masters,Enginnering,Switch my field of study,5.5,31.34,Employed,24.884055,67.080608,B+,Zong,Prepaid,Apna Laptop,93,173,Yes,>3 years ago,Python,Yes,2,Yes,0,Urbun
1/4/22 18:06,Male,Pakistan,31-35,PhD,Others,to boost my skill set,5.5,31.2,Employed,34.0151,71.5249,B+,Zong,Prepaid,Apna Laptop,72,162,No,In this chilla,Python,Yes,1,Yes,0,Urbun
1/4/22 18:05,Male,Pakistan,31-35,Masters,Enginnering,Switch my field of study,8,31,Employed,24.86,67,A+,U-fone,Prepaid,Apna Laptop,98,177.8,No,<3 years ago,Python,No,2,Yes,0,Urbun
1/4/22 18:17,Male,Pakistan,31-35,Masters,Enginnering,Switch my field of study,7,31,Employed,30.183,66.996,A+,Zong,Prepaid,Apna Laptop,60.5,172,Yes,In this chilla,Python,Yes,1,Yes,3,Urbun
1/4/22 18:04,Male,Pakistan,31-35,Bachelors,Enginnering,Switch my field of study,0,31,Employed,31.99987,32.9999,B+,U-fone,Prepaid,Apna Laptop,64,160,No,<3 years ago,Python,Yes,1,Yes,0,Urbun
1/4/22 18:04,Male,Pakistan,31-35,Masters,CS/IT,to boost my skill set,14,31,Employed,32.074,72.6861,O+,Mobilink,Postpaid,Apna Laptop,75,165,No,>3 years ago,Python,Yes,3,Yes,1,Rural
1/4/22 18:12,Male,Pakistan,31-35,PhD,Natural Sciences,to boost my skill set,2,31,Student,33.66,70.06,B-,U-fone,Prepaid,Apna Laptop,65,172,No,In this chilla,Python,No,2,Yes,4,Urbun
1/4/22 19:02,Female,Pakistan,31-35,Masters,Mathematics,Switch my field of study,3,31,Unemplyed,33.7205,73.0405,B+,Telenor,Prepaid,Apna Laptop,54.5,161.544,Yes,In this chilla,Python,Yes,3,Yes,0,Urbun
1/4/22 18:07,Male,Pakistan,31-35,Masters,Biology,Switch my field of study,3,31,Student,34.025917,71.560134,O+,Zong,Postpaid,Apna Laptop,70,161,No,In this chilla,Python,No,1,Yes,2,Urbun
1/4/22 18:09,Male,Pakistan,31-35,Masters,CS/IT,to boost my skill set,2.5,31,Employed,34.080647,71.19869,A+,Mobilink,Prepaid,Apna Laptop,90,1.74,Yes,In this chilla,Python,Yes,5,Yes,72,Rural
1/4/22 18:12,Male,Pakistan,31-35,Masters,CS/IT,to boost my skill set,2.5,31,Employed,34.080647,71.19869,A+,Mobilink,Prepaid,Apna Laptop,90,14.734,Yes,In this chilla,Python,Yes,5,Yes,72,Rural
1/4/22 18:04,Male,West,31-35,PhD,Enginnering,to boost my skill set,2,31,Student,36,97,B-,International,Postpaid,Apna Laptop,80,176,Yes,<3 years ago,Python,Yes,3,Yes,0,International
1/4/22 18:09,Female,Pakistan,31-35,Masters,CS/IT,to boost my skill set,13,31,Employed,40.7,8.8,B+,Mobilink,Prepaid,Kisi ka laptop,76.6,13.97,No,>3 years ago,Python,Yes,3,Yes,1,Urbun
1/4/22 18:07,Male,West,31-35,PhD,Enginnering,to boost my skill set,2,31,Student,45.17869,5.71479,B+,International,Prepaid,Apna Laptop,72,168.7,No,<3 years ago,Python,Yes,1,Yes,0,International
1/4/22 18:22,Male,West,31-35,Masters,Natural Sciences,to boost my skill set,0,31,Student,60.38805,5.33186,A+,International,Postpaid,Apna Laptop,63,184,No,<3 years ago,Python,Yes,3,Yes,0,International
1/4/22 18:05,Male,Pakistan,31-35,PhD,Natural Sciences,to boost my skill set,1.5,30.5,Unemplyed,31.418715,73.079109,O+,Mobilink,Prepaid,Apna Laptop,89.5,155.44,No,In this chilla,Python,No,4,Yes,2,Urbun
1/4/22 18:09,Female,Pakistan,31-35,Masters,Biology,to boost my skill set,1,30.5,Unemplyed,33.738045,73.084488,O+,U-fone,Prepaid,Apna Laptop,40,158,No,<3 years ago,Python,Yes,6,Yes,0,Urbun
1/4/22 18:05,Male,Pakistan,26-30,Masters,CS/IT,to boost my skill set,8,30.4,Employed,30.6679048,73.1242932,O+,Mobilink,Prepaid,Apna Laptop,88,177.8,No,>3 years ago,Python,No,5,Yes,3,Urbun
1/4/22 18:07,Male,Pakistan,26-30,Masters,Business/Economics,to boost my skill set,3.2,30.1,Unemplyed,31.5129856,74.3374848,B+,Telenor,Prepaid,Apna Laptop,55,161.544,No,In this chilla,Python,No,5,Yes,5,Rural
1/4/22 18:05,Female,East,26-30,Masters,Business/Economics,Switch my field of study,2.3,30,Student,4.2105,101.97,B-,International,Prepaid,Apna Laptop,56.9,165,Yes,In this chilla,Python,No,4,Yes,0,International
1/4/22 18:04,Male,East,26-30,PhD,Others,to boost my skill set,4.5,30,Student,22.3,15.4,AB+,International,Postpaid,Apna Laptop,65.5,174.5,No,<3 years ago,Python,No,3,Yes,1,International
1/4/22 18:03,Male,East,26-30,PhD,Enginnering,to boost my skill set,0.6,30,Employed,22.31,114.17,AB+,International,Prepaid,Apna Laptop,74.5,174,No,In this chilla,Python,No,2,Yes,0,International
1/4/22 18:04,Male,East,26-30,PhD,Enginnering,to boost my skill set,6,30,Employed,22.3193,114.1694,AB+,International,Prepaid,Apna Laptop,85,178,No,In this chilla,Python,No,4,Yes,0,International
1/4/22 18:09,Female,Pakistan,26-30,Masters,Enginnering,to boost my skill set,5.1,30,Employed,24.860966,66.990501,A+,Zong,Prepaid,Apna Laptop,54.5,164.5,Yes,<3 years ago,Python,No,4,Yes,1,Urbun
1/4/22 18:50,Male,Pakistan,26-30,Masters,Mathematics,to boost my skill set,0.5,30,Student,24.9238423,67.1267552,B+,Telenor,Postpaid,Apna Laptop,75.55,167.65,No,>3 years ago,Python,Yes,10,Yes,4,Urbun
1/4/22 18:05,Male,Pakistan,26-30,Masters,Mathematics,Switch my field of study,3.8,30,Student,31.573819,74.379855,B+,Mobilink,Prepaid,Apna Laptop,79.5,5.9,No,>3 years ago,Python,Yes,2,Yes,1,Rural
1/4/22 18:05,Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,1.3,30,Unemplyed,33.5651,73.0169,B+,Mobilink,Prepaid,Kisi ka laptop,61,169,Yes,>3 years ago,Python,No,5,Yes,1,Urbun
1/4/22 18:07,Male,Pakistan,26-30,Masters,Mathematics,to boost my skill set,1,30,Employed,33.6844,73.0479,O+,Mobilink,Prepaid,Apna Laptop,65,167,No,>3 years ago,Python,No,1,Yes,0,Urbun
1/4/22 18:04,Male,Pakistan,26-30,PhD,Biology,to boost my skill set,9,30,Student,34.025917,71.560135,B+,Zong,Prepaid,Apna Laptop,60,164.59,No,In this chilla,Python,No,3,Yes,9,Rural
1/4/22 18:06,Male,Pakistan,26-30,Masters,Biology,to boost my skill set,2,30,Student,69.345116,35.2,A+,Zong,Prepaid,Apna Laptop,69.5,183.5,No,In this chilla,Python,No,6,Yes,0,Urbun
1/4/22 18:08,Male,Pakistan,26-30,Masters,Natural Sciences,Switch my field of study,1,30,Employed,73.05,33.62,B+,Mobilink,Prepaid,Apna Laptop,75.45,173,No,<3 years ago,Python,Yes,1,Yes,2,Urbun
1/4/22 18:04,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,3,29.8,Employed,33.738045,73.084488,O+,Telenor,Prepaid,Apna Laptop,75.4,172.3,Yes,>3 years ago,Python,Yes,3,Yes,0,Urbun
1/4/22 18:05,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,6.5,29.25,Student,32.08,72.69,O-,Mobilink,Postpaid,Apna Laptop,93.5,168.5,No,>3 years ago,Python,Yes,3,Yes,1,Urbun
1/4/22 18:05,Male,Pakistan,26-30,Bachelors,Enginnering,Switch my field of study,1,29,Employed,24.860735,67.001137,AB+,Mobilink,Prepaid,Apna Laptop,74,182.88,No,>3 years ago,Python,No,2,Yes,3,Urbun
1/4/22 18:12,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,5,29,Student,27.2046,77.4977,B+,Zong,Postpaid,Apna Laptop,92,175,No,<3 years ago,Python,No,2,Yes,5,Urbun
1/4/22 18:09,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,6,29,Unemplyed,30.1575,71.5249,B+,Mobilink,Prepaid,Kisi ka laptop,66,155.448,No,<3 years ago,Python,No,4,Yes,2,Urbun
1/4/22 18:22,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,6.2,29,Unemplyed,30.18,71.49,B+,Mobilink,Prepaid,Kisi ka laptop,66,177.8,No,>3 years ago,Python,No,4,Yes,0,Urbun
1/4/22 18:28,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,6,29,Unemplyed,30.1814,71.4921,B+,Mobilink,Prepaid,Kisi ka laptop,66.5,177.8,No,>3 years ago,Python,No,5,Yes,0,Urbun
1/4/22 18:10,Female,Pakistan,26-30,PhD,Natural Sciences,to boost my skill set,1.5,29,Employed,31.45,73.64,B+,U-fone,Prepaid,Apna Laptop,54,161.5,No,In this chilla,Python,No,3,Yes,0,Urbun
1/4/22 18:07,Male,Pakistan,26-30,Masters,Biology,to boost my skill set,6.5,29,Student,32.648,74.212,O+,Telenor,Prepaid,Apna Laptop,65.5,172.72,No,<3 years ago,Python,Yes,4,Yes,0,Rural
1/4/22 18:04,Male,Pakistan,26-30,Masters,Software Eng.,to boost my skill set,0,29,Unemplyed,33.6043,71.2614,O+,Zong,Prepaid,Apna Laptop,62.5,179.832,No,In this chilla,Others,Yes,2,Yes,8,Urbun
1/4/22 18:11,Female,Pakistan,26-30,Masters,Mathematics,to boost my skill set,2,29,Student,33.771542,72.751091,A+,Telenor,Prepaid,Apna Laptop,50.2,173.7,No,<3 years ago,Python,No,2,Yes,0,Urbun
1/4/22 18:05,Female,Pakistan,26-30,Masters,Mathematics,to boost my skill set,2,29,Student,33.783184,72.723076,A+,Telenor,Prepaid,Apna Laptop,50.2,173.7,No,<3 years ago,Python,No,1,Yes,0,Urbun
1/4/22 18:04,Male,Pakistan,26-30,Bachelors,Enginnering,Switch my field of study,0,29,Student,34.01,71.52,A-,Telenor,Prepaid,Apna Laptop,78,179,No,<3 years ago,Python,No,4,No,4,Urbun
1/4/22 18:08,Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,0,29,Student,34.025917,71.560135,AB+,U-fone,Prepaid,Apna Laptop,65,163.5,Yes,>3 years ago,Python,No,1,Yes,2,Urbun
1/4/22 18:05,Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,5,29,Employed,34.03,73.14,B+,Zong,Prepaid,Apna Laptop,80,180,Yes,<3 years ago,Python,No,3,Yes,0,Rural
1/4/22 18:05,Male,Pakistan,26-30,Masters,Natural Sciences,Switch my field of study,1,29,Unemplyed,34.1448298,73.2142212,B+,Zong,Postpaid,Apna Laptop,75.6,155.4,No,In this chilla,Python,Yes,2,Yes,1,Urbun
1/4/22 18:04,Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,3,29,Employed,34.1688,73.2215,B+,Zong,Prepaid,Apna Laptop,88.2,178,No,>3 years ago,Python,No,3,Yes,2,Urbun
1/4/22 18:14,Male,West,26-30,PhD,Natural Sciences,to boost my skill set,5,29,Employed,51.812565,5.837226,B+,International,Prepaid,Apna Laptop,65,175,No,In this chilla,Python,No,4,Yes,0,International
1/4/22 18:05,Male,West,26-30,Masters,Natural Sciences,to boost my skill set,2.5,29,Student,59.6864,10.793,B+,International,Postpaid,Apna Laptop,77.5,171.5,No,<3 years ago,Python,Yes,2,Yes,0,International
1/4/22 18:07,Female,East,26-30,Bachelors,Software Eng.,to boost my skill set,2,29,Unemplyed,78,1234,O+,International,Prepaid,Apna Laptop,70,5,No,>3 years ago,Others,Yes,3,Yes,8,International
1/4/22 18:07,Male,West,26-30,Bachelors,Enginnering,Switch my field of study,6,28,Unemplyed,24.4539,54.3773,B+,International,Prepaid,Apna Laptop,161,173,No,>3 years ago,Python,No,3,Yes,0,International
1/4/22 18:12,Female,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,6,28,Unemplyed,25.396,68.3578,B+,U-fone,Prepaid,Apna Laptop,46,1.6,No,>3 years ago,Others,No,6,Yes,8,Urbun
1/4/22 18:04,Male,Pakistan,26-30,Masters,Biology,to boost my skill set,4,28,Student,27.2046,77.4977,B+,U-fone,Prepaid,Apna Laptop,78.5,176,Yes,In this chilla,Python,No,3,Yes,0,Urbun
1/4/22 18:06,Male,Pakistan,26-30,Masters,Software Eng.,to boost my skill set,1,28,Employed,29.6,73.14,A+,Zong,Prepaid,Apna Laptop,75,170,No,>3 years ago,Python,Yes,2,Yes,1,Urbun
1/4/22 18:04,Male,Pakistan,26-30,Masters,Software Eng.,to boost my skill set,5,28,Employed,30.3753,69.3451,A+,Mobilink,Prepaid,Apna Laptop,100,169,No,>3 years ago,Python,Yes,9,Yes,3,Urbun
1/4/22 18:05,Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,4,28,Employed,31.52,74.35,B+,Mobilink,Prepaid,Apna Laptop,79,5.11,No,>3 years ago,Python,Yes,0,Yes,0,Urbun
