#,product_name,company_name,substance_name,cas_number,company_id
14763,Oleic Acid Ethoxylate 8EO,Bortech,"Oleic Acid, ethoxylated",9004-96-0,60381
14764,Oleic Acid Ethoxylate 9EO,Bortech,"Oleic Acid, ethoxylated",9004-96-0,60381
14765,Oleoyl chloride,Chemical Point Italia s.r.l,oleoly chloride,112-77-6,55523
14766,Oleyl alcohol,Cenik Chemicals,Oleyl Alcohol,143-28-2,26063
14767,Oleyl alcohol,Chemical Point Italia s.r.l,Oleyl Alcohol,143-28-2,55523
14768,Oleylamine,Chemical Point Italia s.r.l,Oleyamine,112-90-3,55523
14769,Oleyl Dimethylamine,Chemical Point Italia s.r.l,"(Z)-N,N-dimethyl-9-octadecenylamine",14727-68-5,55523
14770,Oleyloleat,Cenik Chemicals,Oleil-oleát,3687-45-4,26063
14771,Oligomeric hyaluronic acid,"Zhejiang ZETian Fine Chemicals Co.,Ltd","Hyaluronic Acid, Sodium Salt",9067-32-7,17191
14772,OLISUN,Kalichem srl,2-Ethylhexyl 4-Methoxycinnamate,5466-77-3,38899
14773,OLISUN,Kalichem srl,Octocrilene,6197-30-4,38899
14774,OLIVE MILK FOKSNaB (parabens free),Kalichem srl,"3,4-Dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-benzopyran-6-yl Acetate",7695-91-2,38899
14775,OLIVE MILK FOKSNaB (parabens free),Kalichem srl,Olive Oil,8001-25-0,38899
14776,OLIVERICE,Kalichem srl,Water,7732-18-5,38899
14777,OLIVOIL  AVENATE EMULSIFIER,Kalichem srl,Olive Oil,8001-25-0,38899
14778,OLIVOIL  AVENATE EMULSIFIER,Kalichem srl,Vegetable Oils,68956-68-3,38899
14779,OLIVOIL AVENATE     FOKSNaB (parabens free),Kalichem srl,Olive Oil,8001-25-0,38899
14780,OLIVOIL  EMULSIFIER FOKSNaB (parabens free),Kalichem srl,"Fatty Alcohols, C16-C18",67762-27-0,38899
14781,OLIVOIL  FRUTTOSIDE BAS,Kalichem srl,Fructose,57-48-7,38899
14782,OLIVOIL FRUTTOSIDE SB,Kalichem srl,Olive Oil,8001-25-0,38899
14783,OLIVOIL  GLUTAMATE BWP,Kalichem srl,Olive Oil,8001-25-0,38899
14784,OLIVOIL  GLUTAMATE EMULSIFIER,Kalichem srl,Olive Oil,8001-25-0,38899
14785,OLIVOIL GLUTAMATE EMULSIFIER G-PF,Kalichem srl,Olive Oil,8001-25-0,38899
14786,OLIVOIL GLUTAMATE EMULSIFIER G-PF,Kalichem srl,Vegetable Oils,68956-68-3,38899
14787,OLIVOIL  GLUTAMATE FOKSNaB (parabens free),Kalichem srl,Olive Oil,8001-25-0,38899
14788,OLIVOIL  GLUTAMATE SURFACTANT,Kalichem srl,Olive Oil,8001-25-0,38899
14789,OLIVOIL  GLUTAMATE SURFACTANT,Kalichem srl,Vegetable Oils,68956-68-3,38899
14790,OLIVOIL  PCA FOKSNaB (parabens free),Kalichem srl,Potassium 5-Oxo-L-Prolinate,4810-50-8,38899
14791,OLIVOIL  PCA FOKSNaB (parabens free),Kalichem srl,Potassium Oleate,143-18-0,38899
14792,OLIVOIL SURFACTANT FOKSNaB (parabens free),Kalichem srl,Olive Oil,8001-25-0,38899
14793,Olmesartan Medoxomil,Cenik Chemicals,Olmasartan Medoxomil,144689-63-4,26063
14794,Olmesartan Medoxomil,Chemical Point Italia s.r.l,Olmasartan Medoxomil,144689-63-4,55523
14795,Olsalazine,Chemical Point Italia s.r.l,Olsalazine,15722-48-2,55523
14796,(±)-o-Methoxymandelic acid (dicyclohexylammonium),Chemical Point Italia s.r.l,(2-methoxyphenyl)glycolic acid,10408-29-4,55523
14797,O-Methyl-O'-succinylpolyethylene glycol 2'000,Chemical Point Italia s.r.l,"Poly(Ethylene Glycol), Methoxy, Carboxylic Acid",31961-02-1,55523
14798,Ondansetron hydrochloride,Cenik Chemicals,"(+-)-2,3-Dihydro-9-methyl-3-((2-methylimidazol-1-yl)methyl)carbazol- 4(1H)-one monohydrochloride dihydrate",103639-04-9,26063
14799,Ondansetron hydrochloride,Chemical Point Italia s.r.l,"(+-)-2,3-Dihydro-9-methyl-3-((2-methylimidazol-1-yl)methyl)carbazol- 4(1H)-one monohydrochloride dihydrate",103639-04-9,55523
14800,ONO4059,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Ono4059,1351636-18-4,17191
14801,ONO4059 HCl,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Ono4059 Hcl,1439901-97-9,17191
14802,"O,O´-Diethyl chlorothiophosphate",Chemical Point Italia s.r.l,Diethyl Chlorothiophosphate,2524-04-1,55523
14803,"O,O´-Diethyl dithiophosphate",Chemical Point Italia s.r.l,"O,O-diethyl hydrogen dithiophosphate",298-06-6,55523
14804,o-Phenylenediamine,Cenik Chemicals,Phenylenediamine,95-54-5,26063
14805,O-Phosphorylethanolamine,Chemical Point Italia s.r.l,O-Phosphorylethanolamine,1071-23-4,55523
14806,O-PHOSPHORYLETHANOLAMINE,Cenik Chemicals,O-Phosphorylethanolamine,1071-23-4,26063
14807,O-PHOSPHORYLETHANOLAMINE,"Zhejiang ZETian Fine Chemicals Co.,Ltd",O-Phosphorylethanolamine,1071-23-4,17191
14808,o-phthalaldehyde,Cenik Chemicals,Phthalaldehyde,643-79-8,26063
14809,OPTICAL BRIGHTENER OB,ERTEKİN KİMYA İÇ VE DIŞ TİC.LTD.ŞTİ.,,,61118
14810,OPTICAL BRIGHTENER OB-1,ERTEKİN KİMYA İÇ VE DIŞ TİC.LTD.ŞTİ.,,,61118
14811,Optical Whitener OB-1,Cenik Chemicals,"2,2'-(1,2-Ethenediyldi-4,1-phenylene)bisbenzoxazole",1533-45-5,26063
14812,O/P-Toluene Sulfoamide,Cenik Chemicals,OPTSA,1333-07-9,26063
14813,Orange G (C.I.16230),Chemical Point Italia s.r.l,Acid Orange 10,1936-15-8,55523
14814,Orangenterpene (Orange Terpenes),Bilgram Chemie GmbH,"Orange, sweet, ext.",8028-48-6,61442
14815,Orange Oil,Cenik Chemicals,"Orange, sweet, ext.",8028-48-6,26063
14816,Orange OT,Chemical Point Italia s.r.l,Solvent Orange 2,2646-17-5,55523
14817,Orcein,Chemical Point Italia s.r.l,Orcein,1400-62-0,55523
14818,Organic Anhydrous Citric Acid 50% Solution,Nortem Chem SA,Citric Acid,77-92-9,60148
14819,Organic Anhydrous Citric Acid 99.99% Purity. Food Grade,Nortem Chem SA,Citric Acid,77-92-9,60148
14820,Organic Brown Rice Flour,ACT Polyols,,,60977
14821,Organic Brown Rice Glucose Syrup (DE 28 - 60),ACT Polyols,,,60977
14822,Organic Brown Rice Syrup Solids (DE 20 - 30),ACT Polyols,,,60977
14823,Organic Rice Flour,ACT Polyols,,,60977
14824,Organic Rice Glucose Syrup (DE 28 - 60),ACT Polyols,,,60977
14825,Organic Rice Maltodextrin (DE 10 - 19),ACT Polyols,,,60977
14826,Organic Rice Protein Feed Grade (50% - 75%),ACT Polyols,,,60977
14827,Organic Rice Protein Food Grade (80%),ACT Polyols,,,60977
14828,Organic Rice Syrup Solids (DE 20 - 42),ACT Polyols,,,60977
14829,Organic Sodium Bicarbonate,Nortem Chem SA,Sodium Bicarbonate,144-55-8,60148
14830,Organic Sodium Bicarbonate (baking soda) Food Grade Aluminium Free,Nortem Chem SA,Sodium Bicarbonate,144-55-8,60148
14831,Orlistat,"Zhejiang ZETian Fine Chemicals Co.,Ltd","(2S)-1-[(2S,3S)-3-hexyl-4-oxooxetan-2-yl]tridecan-2-yl (2S)-2-formamido-4-methylpentanoate",96829-58-2,17191
14832,ORM 906 - Reinigungs- u. Spülverdünner für Wasserlacke,Orm Bergold Chemie GmbH & Co KG,2-Butoxyethanol,111-76-2,20462
14833,Orthophosphoric Acid,MRM Chemicals SP ZOO,Phosphoric Acid,7664-38-2,40989
14834,Orthophosphoric Acid | Phosphoric Acid 75%,MRM Chemicals SP ZOO,Phosphoric Acid,7664-38-2,40989
14835,Ortho-vanillin,Chemical Point Italia s.r.l,O-Vanillin,148-53-8,55523
14836,Ortho-Xylene,solvadis distribution gmbh,o-Xylol,95-47-6,11397
14837,Oryzalin,Chemical Point Italia s.r.l,Oryzalin,19044-88-3,55523
14838,Osimertinib mesylate,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Osimertinib Mesylate,1421373-66-1,17191
14839,O-tert-Butyl-L-serine,Chemical Point Italia s.r.l,H-Ser(Tbu)-Oh,18822-58-7,55523
14840,O-tert-Butyl-L-tyrosine,Chemical Point Italia s.r.l,H-Tyr(But)-Oh,18822-59-8,55523
14841,o-Toluenesulfonyl chloride,Chemical Point Italia s.r.l,2-Methylbenzenesulphonyl Chloride,133-59-5,55523
14842,o-Toluenesulfonyl isocyanate,Chemical Point Italia s.r.l,2-Toluenesulfonyl Isocyanate,32324-19-9,55523
14843,O-TOLYL ACETATE,"Zhejiang ZETian Fine Chemicals Co.,Ltd",O-Tolyl Acetate,533-18-6,17191
14844,O-(Trimethylsilyl)hydroxylamine,Chemical Point Italia s.r.l,o-(Trimethylsilyl)hydroxylamine,22737-36-6,55523
14845,OTX015,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Otx015,202590-98-5,17191
14846,Ouabain octahydrate,Chemical Point Italia s.r.l,Ouabain Octahydrate,11018-89-6,55523
14847,Oxacillin sodium salt,Chemical Point Italia s.r.l,Oxacillin Sodium Salt,1173-88-2,55523
14848,Oxalacetic acid,Cenik Chemicals,Oxalacetic Acid,328-42-7,26063
14849,Oxalacetic acid,Chemical Point Italia s.r.l,Oxalacetic Acid,328-42-7,55523
14850,Oxalic Acid,"ZÜLFİKARLAR HOLDİNG, AKÇA KİMYA",Oxalic Acid,144-62-7,22588
14851,OXALIC ACID,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Oxalic Acid Dihydrate,6153-56-6,19413
14852,Oxalic acid 2-Hydrate,Cenik Chemicals,Oxalic Acid Dihydrate,6153-56-6,26063
14853,Oxalic acid anhydrous,Chemical Point Italia s.r.l,Oxalic Acid,144-62-7,55523
14854,Oxalsäure 98/100 % o. AC (Oxalic Acid),Bilgram Chemie GmbH,Oxalic Acid Dihydrate,6153-56-6,61442
14855,Oxaprozin HCL (Crystalline Solid),Cenik Chemicals,Oxaprozin,21256-18-8,26063
14856,Oxazole,Chemical Point Italia s.r.l,Oxazole,288-42-6,55523
14857,Oxazole,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Oxazole,288-42-6,17191
14858,Oxazole-2-amine,Cenik Chemicals,"1,3-Oxazol-2-amine",4570-45-0,26063
14859,Oxazole-2-carbaldehyde,Cenik Chemicals,"1,3-Oxazole-2-carboxaldehyde",65373-52-6,26063
14860,Oxazole-4-carbaldehyde,Cenik Chemicals,"1,3-Oxazole-4-carboxaldehyde",118994-84-6,26063
14861,OXETAN-3-AMINE HYDROCHLORIDE,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Oxetan-3-Amine Hydrochloride,491588-41-1,17191
14862,Oxetan-3-ol,"Zhejiang ZETian Fine Chemicals Co.,Ltd","1,3-Epoxy-2-propanol",7748-36-9,17191
14863,Oxetan-3-yl Methanesulfonate,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Oxetan-3-Yl Methanesulfonate,148430-81-3,17191
14864,Oxibendazole,Chemical Point Italia s.r.l,Oxibendazole,20559-55-1,55523
14865,Oxiconazole Nitrate,Cenik Chemicals,"(Z)-1-[2-(2,4-dichlorophenyl)-2-[[(2,4-dichlorophenyl)oxy]imino]ethyl]-1H-imidazole mononitrate",64211-46-7,26063
14866,"oxime 2', 4'', 9-tribenzoate","Zhejiang ZETian Fine Chemicals Co.,Ltd","Oxime 2', 4'', 9-Tribenzoate",314050-31-2,17191
14867,OXISOL,Kalichem srl,"3,4-Dihydroxyphenylacetic Acid",102-32-9,38899
14868,Oxolinic acid,Chemical Point Italia s.r.l,Oxolinic Acid,14698-29-4,55523
14869,Oxone,Cenik Chemicals,Potassium Peroxymonosulfate Sulfate,70693-62-8,26063
14870,Oxonic acid potassium salt,Chemical Point Italia s.r.l,Oxonic Acid Potassium Salt,2207-75-2,55523
14871,OXTERIL® 350 Spray,Bilgram Chemie GmbH,,,61442
14872,Oxybutynin Base,Cenik Chemicals,Oxybutynin,5633-20-5,26063
14873,Oxybutynin chloride,Chemical Point Italia s.r.l,Oxybutynin Hydrochloride,1508-65-2,55523
14874,Oxybutynin HCl,Cenik Chemicals,Oxybutynin Hydrochloride,1508-65-2,26063
14875,Oxyclozanide,Chemical Point Italia s.r.l,Oxyclozanide,2277-92-1,55523
14876,"(Oxydi-2,1-phenylene)bis(diphenylphosphine)",Chemical Point Italia s.r.l,Bis-(2-Diphenylphosphinophenyl)Ether,166330-10-5,55523
14877,"Oxygen 99,9999%",SIAD S.p.A.,Oxygen,7782-44-7,11646
14878,o-Xylene,Count Energy Distribution Ltd,o-Xylol,95-47-6,102
14879,Oxymatrine,Chemical Point Italia s.r.l,"(7aS,13aR,13bR,13cS)-dodecahydro-1H,5H,10H-dipyrido[2,1-f:3',2',1'-ij][1,6]naphthyridin-10-one 4-oxide",16837-52-8,55523
14880,Oxyresveratrol,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Oxyresveratrol,29700-22-9,17191
14881,Oxytetracycline,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Oxytetracycline,79-57-2,17191
14882,Oxytetracycline hydrochloride,Chemical Point Italia s.r.l,Oxytetracycline Hydrochloride,2058-46-0,55523
14883,Oxytetracycline hydrochloride,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Oxytetracycline Hydrochloride,2058-46-0,17191
14884,PA 66 DURETHAN DP2801 NATURAL,Plastore srl,Polyamide 66,32131-17-2,58975
14885,PA 66 LATAMID 66 BG-20-V GREY,Plastore srl,Polyamide 66,32131-17-2,58975
14886,PA 66 THERMOCOMP RC003 NATURAL,Plastore srl,Polyamide 66,32131-17-2,58975
14887,PA 66 ULTRAMID A3WG6 HRX BLACK,Plastore srl,Polyamide 66,32131-17-2,58975
14888,PA 66 ULTRAMID A3X2G5 BLACK,Plastore srl,Polyamide 66,32131-17-2,58975
14889,PA 66 ULTRAMID A4H NATURAL,Plastore srl,Polyamide 66,32131-17-2,58975
14890,PA 6 ALTECH A2030/109 GF30 BLACK,Plastore srl,Polyamide 6,25038-54-4,58975
14891,PA 6 BADAMID B70GF15H BLACK,Plastore srl,Polyamide 6,25038-54-4,58975
14892,PA 6 DURETHAN BKV140 NATURAL,Plastore srl,Polyamide 6,25038-54-4,58975
14893,PA 6 LUMID GP2500A BLACK,Plastore srl,Polyamide 6,25038-54-4,58975
14894,PA 6 ULTRAMID B35WZ4 NATURAL,Plastore srl,Polyamide 6,25038-54-4,58975
14895,PABS,Cenik Chemicals,,,26063
14896,PAC 10 (POLYALUMINUM CHLORIDE),Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Aluminum Dichloride Hydroxide,1327-41-9,19413
14897,Paclitaxel,Chemical Point Italia s.r.l,(-)-Paclitaxel;Paclitaxel,33069-62-4,55523
14898,Palatinose,Chemical Point Italia s.r.l,Palatinose,13718-94-0,55523
14899,palbociclib,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Palbociclib,571190-30-2,17191
14900,Palladium (0) tetrakis(triphenylphosphine),Cenik Chemicals,"Tetrakis(triphenylphosphine)palladium, tech",14221-01-3,26063
14901,Palladium 10% on activated carbon,Chemical Point Italia s.r.l,Palladium,7440-05-3,55523
14902,"Palladium, 5% on activated carbon paste",Cenik Chemicals,Palladium,7440-05-3,26063
14903,Palladium Acetate,Cenik Chemicals,Palladium (II) Acetate,3375-31-3,26063
14904,Palladium hydroxide on carbon,Chemical Point Italia s.r.l,Palladium Dydroxide,12135-22-7,55523
14905,Palladium(II) acetate,Chemical Point Italia s.r.l,Palladium (II) Acetate,3375-31-3,55523
14906,Palladium(II) acetylacetonate,Cenik Chemicals,Palladium (II) di(4-oxopent-2-en-2-oate),14024-61-4,26063
14907,Palladium(II) acetylacetonate,Chemical Point Italia s.r.l,Palladium (II) di(4-oxopent-2-en-2-oate),14024-61-4,55523
14908,Palladium(II) chloride,Chemical Point Italia s.r.l,Palladium Dichloride,7647-10-1,55523
14909,Palladium(II) oxide,Chemical Point Italia s.r.l,Palladium Monoxide,1314-08-5,55523
14910,Palladium(II) sulfate,Chemical Point Italia s.r.l,Palladium Sulphate,13566-03-5,55523
14911,Palladium(II) trifluoroacetate,Cenik Chemicals,Palladium(II) Trifluoroacetate,42196-31-6,26063
14912,Palmatine,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Palmatine,3486-67-7,17191
14913,Palmatine chloride hydrate,Chemical Point Italia s.r.l,Palmatine Hydrochloride,171869-95-7,55523
14914,Palmatine hydrochloride,Chemical Point Italia s.r.l,Palmatine,3486-67-7,55523
14915,Palmitoyl chloride,Chemical Point Italia s.r.l,Palmitoyl Chloride,112-67-4,55523
14916,Palmitoyl chloride,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Palmitoyl Chloride,112-67-4,17191
14917,PALMITOYLETHANOLAMIDE,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Palmitoylethanolamide,544-31-0,17191
14918,Palmitoyl-L-carnitine chloride,Chemical Point Italia s.r.l,(R)-[3-carboxy-2-[(1-oxohexadecyl)oxy]propyl]trimethylammonium chloride,18877-64-0,55523
14919,Palonosetron hydrochloride,Chemical Point Italia s.r.l,Palonosetron Hydrochloride,135729-62-3,55523
14920,p-aminophenylethanol,"Zhejiang ZETian Fine Chemicals Co.,Ltd",P-Aminophenylethanol,104-10-9,17191
14921,p-Aminophenyltrimethoxysilane,Chemical Point Italia s.r.l,4-(Trimethoxysilyl)aniline,33976-43-1,55523
14922,Pamoic acid,Chemical Point Italia s.r.l,Pamoic Acid,130-85-8,55523
14923,Pamoic acid,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Pamoic Acid,130-85-8,17191
14924,Pamoic Acid,Cenik Chemicals,Pamoic Acid,130-85-8,26063
14925,Panaxatriol,Chemical Point Italia s.r.l,Panaxatriol,32791-84-7,55523
14926,Pancuronium bromide,Chemical Point Italia s.r.l,Pancuronium Bromide,15500-66-0,55523
14927,p-Anisaldehyde (4-Methoxybenzaldehyde),Chemical Point Italia s.r.l,Anisaldehyde,123-11-5,55523
14928,p-Anisic acid,Chemical Point Italia s.r.l,P-Anisic Acid,100-09-4,55523
14929,p-Anisoyl chloride,Chemical Point Italia s.r.l,4-Methoxybenzoyl Chloride,100-07-2,55523
14930,Pantethine,Chemical Point Italia s.r.l,D-Pantethine,16816-67-4,55523
14931,Pantoprazole sodium,Chemical Point Italia s.r.l,"1H-Benzimidazole, 6-(difluoromethoxy)-2-[[(3,4-dimethoxy-2-pyridinyl)methyl]sulfinyl]-",102625-70-7,55523
14932,PAP,Cenik Chemicals,,,26063
14933,Para bromo flouro benzene,Cenik Chemicals,1-Bromo-4-Fluorobenzene,460-00-4,26063
14934,PARA CHLORO BENZYL CHLORIDE (PCBC),Cenik Chemicals,4-Chlorobenzyl Chloride,104-83-6,26063
14935,Paraffinöl Perliquidum (White Mineral Oil),Bilgram Chemie GmbH,White Mineral Oil (Petroleum),8042-47-5,61442
14936,Paraffinöl Subliquidum (White Mineral Oil),Bilgram Chemie GmbH,White Mineral Oil (Petroleum),8042-47-5,61442
14937,Paraffin Wax,MOLAR bvba,Paraffin Waxes and Hydrocarbon Waxes,8002-74-2,2530
14938,Parafine,Perchemicals Kimya Dis Ticaret Ltd Sti,Paraffin Oil,8012-95-1,60022
14939,Parafine 100%,Perchemicals Kimya Dis Ticaret Ltd Sti,Paraffin Oil,8012-95-1,60022
14940,Paraformaldehyde,Chemical Point Italia s.r.l,Paraformaldehyde,30525-89-4,55523
14941,Paraformaldehyde,solvadis distribution gmbh,Paraformaldehyde,30525-89-4,11397
14942,PARAFORMALDEHYDE,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Paraformaldehyde,30525-89-4,19413
14943,PARA IXEF 2057 BLACK,Plastore srl,,,58975
14944,Paraldehyde,Chemical Point Italia s.r.l,Paraldehyde,123-63-7,55523
14945,Paramethoxyphenol Flakes,Cenik Chemicals,4-Methoxyphenol,150-76-5,26063
14946,Paraquat dichloride hydrate,Chemical Point Italia s.r.l,"1,1'-Dimethyl-4,4'-Bipyridinium Dichloride",1910-42-5,55523
14947,Para-Toluene Sulfoamide,Cenik Chemicals,Toluene-4-sulphonamide,70-55-3,26063
14948,Para Toluene Sulfonic Acid (PTSA) anhydrous,Cenik Chemicals,Toluene-4-Sulphonic Acid,104-15-4,26063
14949,Para Toluene Sulfonic Acid (PTSA) monohydrate,Cenik Chemicals,4-Methylbenzene-1-sulfonic Acid Hydrate,6192-52-5,26063
14950,Para toluene sulfonic acid  monohydrate,Cenik Chemicals,4-Methylbenzene-1-sulfonic Acid Hydrate,6192-52-5,26063
14951,Para Toluene Sulfonyl Chloride (PTSC),Cenik Chemicals,Tosyl Chloride,98-59-9,26063
14952,Para Toluene Sulphonyl Chloride,Cenik Chemicals,Tosyl Chloride,98-59-9,26063
14953,Para-Xylene,solvadis distribution gmbh,p-Xylene,106-42-3,11397
14954,Parecoxib sodium,Cenik Chemicals,Parecoxib Sodium,198470-85-8,26063
14955,Parecoxib sodium,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Parecoxib Sodium,198470-85-8,17191
14956,Parestol,Cenik Chemicals,Paracetamol,103-90-2,26063
14957,Paroxetine Hcl Hemihydrate,Cenik Chemicals,"(-)-TRANS-4-(4-FLUOROPHENYL)-3-(3,4-METHYLENEDIOXY-PHENOXYMETHYL)PIPERIDINE HYDROCHLORIDE HEMIHYDRATE",110429-35-1,26063
14958,Paroxetine hydrochloride hemihydrate,Chemical Point Italia s.r.l,"(-)-TRANS-4-(4-FLUOROPHENYL)-3-(3,4-METHYLENEDIOXY-PHENOXYMETHYL)PIPERIDINE HYDROCHLORIDE HEMIHYDRATE",110429-35-1,55523
14959,Parthenolide,Chemical Point Italia s.r.l,Parthenolide,20554-84-1,55523
14960,Patent Blue V,Chemical Point Italia s.r.l,"Sodium 4-{[4-(Diethylamino)phenyl][4-(diethyliminio)cyclohexa-2,5-dien-1-ylidene]methyl}benzene-1,3-disulfonate",129-17-9,55523
14961,Patent blue V sodium salt,Chemical Point Italia s.r.l,"Sodium 4-{[4-(diethylamino)phenyl][4-(diethyliminio)-2,5-cyclohexadien-1-ylidene]methyl}-6-hydroxy-1,3-benzenedisulfonate",20262-76-4,55523
14962,Pazufloxaxin,Chemical Point Italia s.r.l,Pazufloxaxin,127045-41-4,55523
14963,Pazufloxaxin methanesulfonate,Chemical Point Italia s.r.l,Pazufloxacin Mesilate,163680-77-1,55523
14964,p-Benzene sulfonyl hydrazine,Cenik Chemicals,Tosylhydrazine,1576-35-8,26063
14965,p-Benzoquinone,Chemical Point Italia s.r.l,p-Benzoquinone,106-51-4,55523
14966,"p-Bis(1,2-dibromoethyl)benzene",Chemical Point Italia s.r.l,"1,4-bis(1,2-dibromoethyl)benzene",25393-98-0,55523
14967,PBT ARNIT TV4 260S BLACK,Plastore srl,Polybutylene Terephthalate (PBT),26062-94-2,58975
14968,"PBTC (2-Phosphonobutane-1,2,4-Tricarboxylic Acid)",Bilgram Chemie GmbH,"2-Phosphonobutane-1,2,4-Tricarboxylic Acid",37971-36-1,61442
14969,PBT POCAN B4235 NATURAL,Plastore srl,Polybutylene Terephthalate (PBT),26062-94-2,58975
14970,PBT TAROLOX 10HG6 DX0 BLACK,Plastore srl,Polybutylene Terephthalate (PBT),26062-94-2,58975
14971,PBT VALOX 830 BLACK,Plastore srl,Polybutylene Terephthalate (PBT),26062-94-2,58975
14972,PBT VALOX DR48 BLACK,Plastore srl,Polybutylene Terephthalate (PBT),26062-94-2,58975
14973,p-Carborane,Chemical Point Italia s.r.l,"1,12-Dicarba-closo-dodecaborane",20644-12-6,55523
14974,PCB No 12,Chemical Point Italia s.r.l,"1,1'-Biphenyl, 3,4-dichloro-",2974-92-7,55523
14975,PCB No 14,Chemical Point Italia s.r.l,"1,1'-Biphenyl, 3,5-dichloro-",34883-41-5,55523
14976,PCB No 4,Chemical Point Italia s.r.l,"1,1'-Biphenyl, 2,2'-dichloro-",13029-08-8,55523
14977,PCB No 5,Chemical Point Italia s.r.l,"1,1'-Biphenyl, 2,3-dichloro-",16605-91-7,55523
14978,PC CALIBRE 201-15 CLEAR,Plastore srl,Polycarbonate,25037-45-0,58975
14979,p-Chlorophenoxyacetic acid,Chemical Point Italia s.r.l,4-Chlorophenoxyacetic Acid,122-88-3,55523
14980,p-Cresol,Chemical Point Italia s.r.l,P-Cresol,106-44-5,55523
14981,P-DIETHYLAMINOBENZOIC ACID 98%,Cenik Chemicals,4-Dimethylaminobenzoic Acid,619-84-1,26063
14982,p-Divinylbenzene,Chemical Point Italia s.r.l,"1,4-divinylbenzene",105-06-6,55523
14983,Pearl Pigment 163 Shimmer Pearl 40-200 um,Cenik Chemicals,Mica,12001-26-2,26063
14984,Pearl Pigment 183 Special Flash Pearl 50-500 um,Cenik Chemicals,Mica,12001-26-2,26063
14985,Pearl Pigment 193 Super Flash Pearl 70-700 um,Cenik Chemicals,Mica,12001-26-2,26063
14986,Pearl Pigment 215 Red Pearl 10-60 um,Cenik Chemicals,Titanium Dioxide,13463-67-7,26063
14987,Pearl Pigment 217 Copper Pearl 10-60 um,Cenik Chemicals,Titanium Dioxide,13463-67-7,26063
14988,Pearl Pigment 225 Blue Pearl 10-60 um,Cenik Chemicals,,,26063
14989,Pearl Pigment 235 Green Pearl 10-60 um,Cenik Chemicals,,,26063
14990,Pearl Pigment 302 Gold Satin 5-25 um,Cenik Chemicals,Mica,12001-26-2,26063
14991,Pearl Pigment 305 Aztec Gold 10-60 um,Cenik Chemicals,Mica,12001-26-2,26063
14992,Pearl Pigment 502 Red-Brown 10-60 um,Cenik Chemicals,Mica,12001-26-2,26063
14993,Pearl Pigment 504 Wine Red 10-60 um,Cenik Chemicals,Mica,12001-26-2,26063
14994,Pearl Pigment 505 Mauve 10-60 um,Cenik Chemicals,Mica,12001-26-2,26063
14995,Pearl Pigment 522 Red-Brown Satin 5-25 um,Cenik Chemicals,Mica,12001-26-2,26063
14996,Pearl Pigment 524 Red-Brown Satin 5-25um,Cenik Chemicals,Mica,12001-26-2,26063
14997,Pectin,Cenik Chemicals,Grapefruit Pectin,9000-69-5,26063
14998,PEG 10000 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
14999,PEG 10000 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15000,PEG 1000 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15001,PEG 1000 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15002,PEG 1500,widmann solutions GmbH,Polyethylene Glycol (PEG),25322-68-3,11682
15003,PEG 1500 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15004,PEG 1500 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15005,PEG-150 Distearate,Bortech,Poly(Ethylene Glycol) (N) Distearate,9005-08-7,60381
15006,PEG 2000 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15007,PEG 2000 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15008,PEG 200 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15009,PEG 200 Technical Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
15010,PEG 3000 Pharma Grade,Bortech,Polyethylene Glycol (PEG),25322-68-3,60381
