#,product_name,company_name,substance_name,cas_number,company_id
189,"1,2,2,6,6-pentamethylpiperidin",Cenik Chemicals,"1,2,2,6,6-Pentamethylpiperidin",79-55-0,26063
190,"1-(2,2-Difluorobenzodioxol-5-yl)cyclopropanecarboxylic acid","Zhejiang ZETian Fine Chemicals Co.,Ltd","1-(2,2-Difluorobenzodioxol-5-Yl)Cyclopropanecarboxylic Acid",862574-88-7,17191
191,"1-(2,2-diMethoxyethyl)-5-Methoxy-6-(Methoxycarbonyl)-4-oxo-1,4-dihydropyridine-3-carboxylic acid","Zhejiang ZETian Fine Chemicals Co.,Ltd","1-(2,2-di-Methoxyethyl)-5-Methoxy-6-(Methoxycarbonyl)-4-oxo-1,4-dihydropyridine-3-carboxylic Acid",1335210-23-5,17191
192,"1-(2,2-dimethyl-2H-chromen-6-yl)ethan-1-one",Cenik Chemicals,"1-(2,2-Dimethyl-2H-1-Benzopyran-6-Yl)-Ethanone",19013-07-1,26063
193,"1,2,2-Trichloropentafluoropropane",Chemical Point Italia s.r.l,"1,1,3,3,3-Pentafluoro-1,2,2-trichloropropane",1599-41-3,55523
194,"1,2,3,4,5,6,7,8-Octahydroacridine",Chemical Point Italia s.r.l,"1,2,3,4,5,6,7,8-octahydroacridine",1658-08-8,55523
195,"1,2,3,4,5,6-Cyclohexanehexacarboxylic acid, monohy",Chemical Point Italia s.r.l,"1,2,3,4,5,6-cyclohexanehexacarboxylic acid",2216-84-4,55523
196,"1,2,3,4,5,6-Hexachloro-7-methoxynaphthalene",Chemical Point Italia s.r.l,"1,2,3,4,5,6-hexachloro-7-methoxynaphthalene",1506-15-6,55523
197,"1,2,3,4,5,6-Hexachloro-7-nitronaphthalene",Chemical Point Italia s.r.l,"1,2,3,4,5,6-HEXACHLORO-7-NITRONAPHTHALENE",1875-70-3,55523
198,"1,2,3,4-Butanetetracarboxylic acid",Chemical Point Italia s.r.l,"1,2,3,4-Butanetetracarboxylic Acid",1703-58-8,55523
199,"1,2,3,4-Butanetetracarboxylic acid","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2,3,4-Butanetetracarboxylic Acid",1703-58-8,17191
200,"1, 2, 3, 4-Butane Tetra Carboxylic Acid",Cenik Chemicals,"1,2,3,4-Butanetetracarboxylic Acid",1703-58-8,26063
201,"1,2:3,4-Di-O-isopropylidene-alpha-D-galactopyranos",Chemical Point Italia s.r.l,"1,2:3,4-di-O-isopropylidene-D-galactopyranose",4064-06-6,55523
202,"1,2,3,4-Tetrachlorobutane",Chemical Point Italia s.r.l,"1,2,3,4-tetrachlorobutane",3405-32-1,55523
203,"1,2,3,4-Tetrafluoro-5,8-dihydroxyanthraquinone",Chemical Point Italia s.r.l,"1,2,3,4-Tetrafluoro-5,8-dihydroxyanthraquinone",102822-05-9,55523
204,"1,2,3,4-Tetrahydro-1-naphthoic acid",Cenik Chemicals,"1,2,3,4-TETRAHYDRO-1-NAPHTHOIC ACID",1914-65-4,26063
205,"1,2,3,4-Tetrahydro-1-naphthoic acid",Chemical Point Italia s.r.l,"1,2,3,4-TETRAHYDRO-1-NAPHTHOIC ACID",1914-65-4,55523
206,"1,2,3,4-Tetrahydro-1-naphthol","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2,3,4-tetrahydronaphthalen-1-ol",529-33-9,17191
207,"1,2,3,4-Tetrahydro-1-naphthylamine",Chemical Point Italia s.r.l,"1,2,3,4-Tetrahydro-1-naphthylamin",2217-40-5,55523
208,"1,2,3,4-TETRAHYDRO-2-NAPHTHOIC ACID","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2,3,4-tetrahydro-2-naphthoic acid",53440-12-3,17191
209,"1,2,3,4-Tetrahydro-4-oxo-carbazole",Cenik Chemicals,"1,2,3,4-Tetrahydrocarbazol-4-one",15128-52-6,26063
210,"1,2,3,4-Tetrahydro-9(10H)-acridone",Chemical Point Italia s.r.l,"1,2,3,4-Tetrahydro-9-acridanone",13161-85-8,55523
211,"1,2,3,4-TETRAHYDRO-9-ACRIDINAMINE","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2,3,4-Tetrahydro-9-Acridinamine",321-64-2,17191
212,"1,2,3,4-Tetrahydro-9-acridinecarboxylic acid dihyd",Chemical Point Italia s.r.l,"1,2,3,4-Tetrahydro-9-acridinecarboxylic acid dihydrate",207738-04-3,55523
213,"1,2,3,4-Tetrahydro-9H-pyrido[3,4-b]indole",Chemical Point Italia s.r.l,"1,2,3,4-Tetrahydro-9H-pyrido[3,4-b]indole",16502-01-5,55523
214,"1,2,3,4-TETRAHYDROACRIDINE",Cenik Chemicals,"1,2,3,4-tetrahydroacridine",3295-64-5,26063
215,"1,2,3,4,-Tetrahydrocarbazole",Cenik Chemicals,"1,2,3,4-tetrahydrocarbazole",942-01-8,26063
216,"1,2,3,4-Tetrahydroisoquinolin-6-ol",Chemical Point Italia s.r.l,"1,2,3,4-Tetrahydro-6-Isoquinolinol",14446-24-3,55523
217,"1,2,3,4-Tetrahydroisoquinoline",Cenik Chemicals,"1,2,3,4-tetrahydroisoquinoline",91-21-4,26063
218,"1,2,3,4-Tetrahydroisoquinoline hydrochloride",Chemical Point Italia s.r.l,"1,2,3,4-Tetrahydroisoquinoline Hydrochloride",14099-81-1,55523
219,"1,2,3,4-Tetrahydronaphthalene",Chemical Point Italia s.r.l,Tetrahydronaphthalene,119-64-2,55523
220,"1,2,3,4-Tetrahydropyrido-[4,3-b][1,6]-naphthyridine",Cenik Chemicals,"1,2,3,4-Tetrahydropyrido[4,3-b]-[1,6]-naphthyridine",387358-40-9,26063
221,"1,2,3,4-Tetrahydroquinoline",Cenik Chemicals,"1,2,3,4-Tetrahydroquinoline",635-46-1,26063
222,"1,2,3,4-Tetrahydroquinoline","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2,3,4-Tetrahydroquinoline",635-46-1,17191
223,"1,2,3,4-Tetramethyl-1,3-cyclopentadiene",Chemical Point Italia s.r.l,"1,2,3,4-Tetramethyl-1,3-cyclopentadiene",4249-10-9,55523
224,"1,2,3,4-Tetraphenyl-1,3-cyclopentadiene",Chemical Point Italia s.r.l,"1,2,3,4-tetraphenylcyclopenta-1,3-diene",15570-45-3,55523
225,"1,2,3,5,6,7-Hexahydro-s-indacen-4-amine",Cenik Chemicals,"1,2,3,5,6,7-hexahydro-s-indacen-4-amine",63089-56-5,26063
226,"1,2,3,5 Tetrafluorobenzene",Chemical Point Italia s.r.l,"1,2,3,5-tetrafluorobenzene",2367-82-0,55523
227,"1,2,3,5-Tetrafluorobenzene",Cenik Chemicals,"1,2,3,5-tetrafluorobenzene",2367-82-0,26063
228,"1,2,3,5-Tetra-O-acetyl-beta-D-ribofuranose",Chemical Point Italia s.r.l,"Beta-D-Ribofuranose 1,2,3,5-Tetraacetate",13035-61-5,55523
229,"1,2,3,6,7,8-Hexahydropyrene",Chemical Point Italia s.r.l,"1,2,3,6,7,8-hexahydropyrene",1732-13-4,55523
230,"1,2,3,6-Tetrahydrobenzaldehyde",Chemical Point Italia s.r.l,Tetrahydrobenzyldehyd,100-50-5,55523
231,"1,2,3,6-Tetrahydropyridine hydrochloride, 98%",Chemical Point Italia s.r.l,"1,2,3,6-Tetrahydropyridine hydrochloride",18513-79-6,55523
232,"1,2,3-Benzenetricarboxylic acid","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2,3-Benzenetricarboxylic Acid",569-51-7,17191
233,"1,2,3,-Benzotriazole (Coferzol BT-FG)",Cofermin Chemicals,Benzotriazole,95-14-7,167
234,"1-(2,3-Dichlorophenyl)piperazine",Chemical Point Italia s.r.l,"1-(2,3-Dichlorophenyl)piperazine Hydrochloride",119532-26-2,55523
235,"1-(2,3-Dichlorophenyl)piperazine hydrochloride",Cenik Chemicals,"1-(2,3-Dichlorophenyl)piperazine Hydrochloride",119532-26-2,26063
236,1-(2-(3-hydroxy-4-methoxyphenyl)-5-methylthiazol-4-yl)-ethan-1-one,"Zhejiang ZETian Fine Chemicals Co.,Ltd",1-(2-(3-Hydroxy-4-Methoxyphenyl)-5-Methylthiazol-4-Yl)-Ethan-1-One,1638148-85-2,17191
237,"1,2,3-Thiadiazole-4-carboxaldehyde",Cenik Chemicals,"1,2,3-thiadiazole-4-carbaldehyde",27643-15-8,26063
238,"1,2,3-Thiadiazole-4-carboxylic acid",Cenik Chemicals,"1,2,3-thiadiazole-4-carboxylic acid",4100-13-4,26063
239,"1,2,3-Triacetyl-5-deoxy-D-ribose","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2,3-Triacetate-5-deoxy-β-D-Ribofuranose,",62211-93-2,17191
240,"1,2,3-Trichloro-4-nitrobenzene",Chemical Point Italia s.r.l,"1,2,3-Trichloro-4-Nitrobenzene",17700-09-3,55523
241,"1,2,3-Trichloro-5-nitrobenzene",Chemical Point Italia s.r.l,"1,2,3-trichloro-5-nitrobenzene",20098-48-0,55523
242,"1,2,3-Trifluorobenzene",Chemical Point Italia s.r.l,"1,2,3-trifluorobenzene",1489-53-8,55523
243,"1,2,3-Trimethoxybenzene",Cenik Chemicals,"1,2,3-trimethoxybenzene",634-36-6,26063
244,"1,2,3-Triphenylbenzene",Chemical Point Italia s.r.l,"1,1':2',1''-TERPHENYL, 3'-PHENYL-",1165-14-6,55523
245,"1,2,4,5-Benzenetetracarboxylic dianhydride-d2",Chemical Point Italia s.r.l,"1,2,4,5-Benzene-D2-tetracarboxylicdianhydride",106426-63-5,55523
246,"1,2,4,5-Tetrafluorobenzene",Chemical Point Italia s.r.l,"1,2,4,5-tetrafluorobenzene",327-54-8,55523
247,"1,2,4,5-Tetrakis(bromomethyl)benzene",Chemical Point Italia s.r.l,"1,2,4,5-Tetrakis(bromomethyl)benzene",15442-91-8,55523
248,"1,2,4,6-Tetra-O-acetyl-beta-L-ribofuranose",Chemical Point Italia s.r.l,"1,2,3,5-Tetra-O-Acetyl-Beta-L-Ribo-Furanose",144490-03-9,55523
249,"1,2,4-Benzotriazine",Chemical Point Italia s.r.l,"1,2,4-benzotriazene",254-87-5,55523
250,"1,2,4-Butanetriol",Chemical Point Italia s.r.l,"1,2,4-Butanetriol",3068-00-6,55523
251,"1,2,4-Triazinone               4-Amino-6-(tert-butyl)-3-mercapto-1,2,4-triazin-5(4H)-one","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2,4-Triazinone               4-Amino-6-(Tert-Butyl)-3-Mercapto-1,2,4-Triazin-5(4H)-One",33509-43-2,17191
252,"1,2,4-Triazole",Cenik Chemicals,Triazol,288-88-0,26063
253,"1,2,4-Triazole",Chemical Point Italia s.r.l,Triazol,288-88-0,55523
254,"1,2,4-Triazole-1-acetic acid",Chemical Point Italia s.r.l,"2-(1H-1,2,4-Triazol-1-yl)acetic Acid",28711-29-7,55523
255,"1,2,4-Triazole-3-Carboxylic Acid Methyleste","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2,4-Triazole-3-Carboxylic Acid Methyleste",4928-88-5,17191
256,"1,2,4-Triazolo[1,5-a]pyrimidine",Chemical Point Italia s.r.l,"1,2,4-Triazolo[1,5-a]pyrimidine",275-02-5,55523
257,"1,2,4-TRIAZOLO[1,5-A]PYRIMIDINE",Cenik Chemicals,"1,2,4-Triazolo[1,5-a]pyrimidine",275-02-5,26063
258,"1,2,4-Trichlorobenzene",Chemical Point Italia s.r.l,Trichlorobenzene,120-82-1,55523
259,"1,2,4-Trifluoro-5-nitrobenzene",Chemical Point Italia s.r.l,"1,2,4-trifluoro-5-nitrobenzene",2105-61-5,55523
260,"1,2,4-Trifluorobenzene",Chemical Point Italia s.r.l,"1,2,4-trifluorobenzene",367-23-7,55523
261,"1,2,4-Trimethoxybenzene",Chemical Point Italia s.r.l,"1,2,4-trimethoxybenzene",135-77-3,55523
262,"1,2,4-Trimethylbenzene",Cenik Chemicals,"1,2,4-Trimethylbenzene",95-63-6,26063
263,"1,2,4-Trimethylcyclohexane mixture of isomers",Chemical Point Italia s.r.l,"1,2,4-trimethylcyclohexane",2234-75-5,55523
264,"1,2,5,6,9,10-Hexabromocyclododecane",Chemical Point Italia s.r.l,"1,2,5,6,9,10-hexabromocyclododecane",3194-55-6,55523
265,"1,2:5,6-Bis-O-(1-Methylethylidene)-D-Mannitol",Cenik Chemicals,"1,2:5,6-di-O-isopropylidene-D-mannitol",1707-77-3,26063
266,"1,2:5,6-Di-O-isopropylidene-alpha-D-allofuranose",Chemical Point Italia s.r.l,"1,2,5,6-Di-O-isopropylidene-alpha-D-allofuranose",2595-05-3,55523
267,"1,2,5,6-Di-O-isopropylidene-alpha-D-ribo-hexulofur",Chemical Point Italia s.r.l,"1,2:5,6-Di-O-isopropylidene-α-D-ribo-3-hexofuranosulose monohydrate",10578-85-5,55523
268,"1,2,5,6-Di-O-isopropylidene-D-mannitol",Chemical Point Italia s.r.l,"1,2:5,6-di-O-isopropylidene-D-mannitol",1707-77-3,55523
269,"1,2:5,6-Di-O-isopropylidene-α-D-ribo-3-hexofuranos",Chemical Point Italia s.r.l,"1,2:5,6-bis-O-isopropylidene-α-D-ribo-hexofuranos-3-ulose",2847-00-9,55523
270,"1-[2,5-Anhydro-4-C-(hydroxymethyl)-alpha-L-lyxofuranosyl]-2,4(1H,3H)-pyrimidinedione","Zhejiang ZETian Fine Chemicals Co.,Ltd","2'-O,4'-C-Methyleneuridine",200435-92-3,17191
271,"1-[2,5-Anhydro-4-C-(hydroxymethyl)-alpha-L-lyxofuranosyl]-5-methyl-2,4(1H,3H)-pyrimidinedione","Zhejiang ZETian Fine Chemicals Co.,Ltd","1-[2,5-Anhydro-4-C-(hydroxymethyl)-alpha-L-lyxofuranosyl]-5-methyl-2,4(1H,3H)-pyrimidinedione",206055-67-6,17191
272,"1-(2,5-Difluorophenyl)-2-thiourea",Cenik Chemicals,"(2,5-Difluorophenyl)thiourea",207981-44-0,26063
273,"1,2,5-Oxadiazole-3-carboxylic acid",Cenik Chemicals,"1,2,5-Oxadiazole-3-carboxylic acid",88598-08-7,26063
274,"1,2,5-TRIMETHYLPYRROLE",Cenik Chemicals,"1,2,5-trimethylpyrrole",930-87-0,26063
275,"1-(2,6-Dichlorophenyl)-2-indolinone",Chemical Point Italia s.r.l,"1-(2,6-Dichlorophenyl)-2-Indolinone",15362-40-0,55523
276,"1,2,6-Hexanetriol",Chemical Point Italia s.r.l,"Hexane-1,2,6-triol",106-69-4,55523
277,"1,2,6-Hexanetriol trithioglycolate",Chemical Point Italia s.r.l,"1,2,6-hexanetriyl tris(mercaptoacetate)",19759-80-9,55523
278,"1,2,7,8-Diepoxyoctane",Cenik Chemicals,"1,2:7,8-diepoxyoctane",2426-07-5,26063
279,"1,2,7,8-Diepoxyoctane",Chemical Point Italia s.r.l,"1,2:7,8-diepoxyoctane",2426-07-5,55523
280,1-[2-Amino-1-(4-methoxyphenyl)-ethyl]-cyclohexanol hydrochloride,Cenik Chemicals,"Cyclohexanol, 1-[2-Amino-1-(4-Methoxyphenyl)Ethyl]-, Hydrochloride (1:1)",130198-05-9,26063
281,1-(2-AMINOETHYL)-2-IMIDAZOLIDONE,"Zhejiang ZETian Fine Chemicals Co.,Ltd",1-(2-Aminoethyl)-2-Imidazolidone,4432-64-8,17191
282,1-(2-Aminoethyl)piperazine,Chemical Point Italia s.r.l,2-Piperazin-1-ylethylamine,140-31-8,55523
283,1-(2-Aminoethyl)pyrrolidine,Cenik Chemicals,1-(2-Aminoethyl)Pyrrolidine,7154-73-6,26063
284,1-(2-Aminoethyl)pyrrolidine,"Zhejiang ZETian Fine Chemicals Co.,Ltd",1-(2-Aminoethyl)Pyrrolidine,7154-73-6,17191
285,"1,2-Benzenedimethanethiol",Chemical Point Italia s.r.l,"1,2-Benzenedimethanethiol",2388-68-3,55523
286,"1,2-Benzenedimethanol",Cenik Chemicals,"1,2-Benzenedimethanol",612-14-6,26063
287,"1,2-Benzisothiazol-3(2H)-one hydrate",Chemical Point Italia s.r.l,Benzisothiazolinone,2634-33-5,55523
288,"1,2-Benzisothiazolin-3-one (BIT)",Cenik Chemicals,Benzisothiazolinone,2634-33-5,26063
289,"1,2-BENZISOXAZOLE-3-ACETIC ACID",Cenik Chemicals,"1,2-Benzisoxazole-3-acetic acid, α-bromo-",37924-67-7,26063
290,"1,2-Bis(2-amino-5-fluorophenoxy)ethane-N,N,N',N'-t",Chemical Point Italia s.r.l,"1,2-Bis(2-amino-5-fluorophenoxy)ethane-N,N,N',N'-tetraacetic acid tetrakis(acetoxymethyl) ester",128255-42-5,55523
291,"1,2-Bis(2-amino-5-methylphenoxy)ethane-N,N,N',N'-t",Chemical Point Italia s.r.l,"1,2-Bis(2-amino-5-methylphenoxy)ethane-N,N,N',N'-tetraacetic acid tetrakis(acetoxymethyl) ester",147504-94-7,55523
292,"1,2-Bis(2-chloroethoxy)ethane",Chemical Point Italia s.r.l,Triglycol Dichloride,112-26-5,55523
293,"1,2-Bis-(2-iodoethoxy)ethane",Chemical Point Italia s.r.l,"1,2-BIS(2-IODOETHOXY)ETHANE",36839-55-1,55523
294,"(-)-1,2-Bis[(2R,5R)-2,5-diethylphospholano]benzene",Chemical Point Italia s.r.l,"(-)-1,2-Bis[(2R,5R)-2,5-diethylphospholano]benzene",136705-64-1,55523
295,"(-)-1,2-Bis[(2R,5R)-2,5-dimethylphospholano]benzen",Chemical Point Italia s.r.l,"(2R,5R,2'R,5'R)-1,1'-benzene-1,2-diylbis(2,5-dimethylphospholane)",147253-67-6,55523
296,"(+)-1,2-Bis[(2S,5S)-2,5-diethylphospholano]benzene",Chemical Point Italia s.r.l,"(+)-1,2-Bis[(2S,5S)-2,5-diethylphospholano]benzene",136779-28-7,55523
297,"(+)-1,2-Bis[(2S,5S)-2,5-dimethylphospholano]benzen",Chemical Point Italia s.r.l,"(2S,5S,2'S,5'S)-1,1'-benzene-1,2-diylbis(2,5-dimethylphospholane)",136735-95-0,55523
298,"1,2-Bis(4,4-dimethyl-2-oxazolin-2-yl)ethane",Chemical Point Italia s.r.l,"1,2-Bis(4,4-dimethyl-2-oxazolin-2-yl)-ethane",19896-18-5,55523
299,"1,2-Bis(chlorodimethylsilyl)ethane",Chemical Point Italia s.r.l,Chloro[2-(chlorodimethylsilyl)ethyl]dimethylsilane,13528-93-3,55523
300,"1,2-Bis(chloromethyl)-4,5-dimethylbenzene",Chemical Point Italia s.r.l,"1,2-Bis(chloromethyl)-4,5-dimethylbenzene,tech., 92%",2362-16-5,55523
301,"1,2-BIS(DICHLOROMETHYL)BENZENE","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2-bis(dichloromethyl)benzene",25641-99-0,17191
302,"1,2-Bis(dichloromethylsilyl)ethane",Chemical Point Italia s.r.l,"1,2-Bis(dichloromethylsilyl)ethane",3353-69-3,55523
303,"1,2-Bis(dichlorophosphino)ethane",Chemical Point Italia s.r.l,"1,2-Bis(dichlorophosphino)ethane",28240-69-9,55523
304,"1,2-Bis(dicyclohexylphosphino)ethane",Chemical Point Italia s.r.l,"1,2-Bis(dicyclohexylphosphino)ethane",23743-26-2,55523
305,"1,2-Bis(dimethylphosphino)ethane",Chemical Point Italia s.r.l,"1,2-Bis(dimethylphosphino)ethane",23936-60-9,55523
306,"1,2-Bis(dimethylsilyl)benzene",Chemical Point Italia s.r.l,"1,2-Bis(dimethylsilyl)benzene",17985-72-7,55523
307,"1,2-Bis(dimethylsilyl)ethane",Chemical Point Italia s.r.l,"1,2-Bis(dimethylsilyl)ethane",20152-11-8,55523
308,"[1,2-Bis(diphenylphosphino)ethane]dichloronickel(I",Chemical Point Italia s.r.l,"1,2-Bis(diphenylphosphino)ethane nickel(II) chloride",14647-23-5,55523
309,"[1,2-Bis(diphenylphosphino)ethane]dichloropalladiu",Chemical Point Italia s.r.l,"1,2-Bis-(diphenylphosphino)ethanepalladium(II)dichloride",19978-61-1,55523
310,"1,2-Bis(diphenylphosphino)ethane (DPPE)",Chemical Point Italia s.r.l,"1,2-Bis-(Diphenylphosphino)Ethane",1663-45-2,55523
311,"1,2-Bis(di-tert-butylphosphinomethyl)benzene",Chemical Point Italia s.r.l,"1,2Phenylenebis(methylene)bis(di-tert-butylphosphine)",121954-50-5,55523
312,"1,2-Bis(triethoxysilyl)ethane",Chemical Point Italia s.r.l,"4,4,7,7-Tetraethoxy-3,8-dioxa-4,7-disiladecane",16068-37-4,55523
313,"1,2-Bis(trifluoromethyl)benzene",Cenik Chemicals,"1,2-bis(trifluoromethyl)benzene",433-95-4,26063
314,"1,2-Bis(trimethoxysilyl)ethane",Chemical Point Italia s.r.l,"1,2-Bis(trimethoxysilyl)ethane",18406-41-2,55523
315,"1,2-Bis(trimethylsiloxy)cyclobutene",Chemical Point Italia s.r.l,"1,2-Bis(trimethylsiloxy)cyclobutene",17082-61-0,55523
316,12-Bromo-1-dodecanol,Chemical Point Italia s.r.l,12-Bromododecanol,3344-77-2,55523
317,12-Bromododecanol,"Zhejiang ZETian Fine Chemicals Co.,Ltd",12-Bromododecanol,3344-77-2,17191
318,"1,2-Butanediol",Cenik Chemicals,"1,2-Butanediol",584-03-2,26063
319,"1-(2-Chlorobenzyl)-1,4-diazepane",Cenik Chemicals,"1-[(2-Chlorophenyl)methyl]-1,4-diazepane",76141-88-3,26063
320,1-(2-Chloroethoxy)-4-nitrobenzene,Chemical Point Italia s.r.l,"1,1'-Oxybis[2-(2-chloroethyl)-4-nitrobenzene]",3383-72-0,55523
321,1-(2-Chloroethyl)imidazolidin-2-one,"Zhejiang ZETian Fine Chemicals Co.,Ltd",1-(2-Chloroethyl)Imidazolidin-2-One,2387-20-4,17191
322,1-(2-Chloroethyl)piperidine hydrochloride,Cenik Chemicals,N-(2 Chloro Ethyl) Peradine Hydrochloride,2008-75-5,26063
323,1-(2-Chloroethyl)piperidine hydrochloride,Chemical Point Italia s.r.l,N-(2 Chloro Ethyl) Peradine Hydrochloride,2008-75-5,55523
324,1-(2-Chloroethyl)pyrrolidine Hydrochloride,"Zhejiang ZETian Fine Chemicals Co.,Ltd",N-(2-chloroethyl)pyrrolidine hydrochloride,7250-67-1,17191
325,1-(2-Chloroethyl)Pyrrolidine Hydrochloride,Cenik Chemicals,N-(2-chloroethyl)pyrrolidine hydrochloride,7250-67-1,26063
326,1-(2-Chlorophenyl)-3-methyl-2-pyrazolin-5-one,Chemical Point Italia s.r.l,1-(2'-Chlorophenyl)-3-Methyl-5-Pyrazolone,14580-22-4,55523
327,1-(2-Chlorophenyl)but-1-en-3-one,Chemical Point Italia s.r.l,(E)-4-(2-Chloro-phenyl)-but-3-en-2-one,20766-37-4,55523
328,12-Crown-4,Cenik Chemicals,"1,4,7,10-tetraoxacyclododecane",294-93-9,26063
329,12-Crown-4,Chemical Point Italia s.r.l,"1,4,7,10-tetraoxacyclododecane",294-93-9,55523
330,1-(2-Cyanoethyl)-2-ethyl-4(5)-methylimidazole,Chemical Point Italia s.r.l,2-Ethyl-4(5)-methyl-1H-imidazol-1-propiononitril,23996-25-0,55523
331,1-(2-Cyanoethyl)-2-methylimidazole,Chemical Point Italia s.r.l,1-Cyanoethyl-2-Methylimidazole,23996-55-6,55523
332,"1,2-Cyclobutanedimethanol, 1,2-diacetate",Cenik Chemicals,,,26063
333,"1,2-cyclopentanedicarboxylic Acid",Cenik Chemicals,"1,2-Cyclopentanedicarboxylic acid",50483-99-3,26063
334,"1,2-Decanediol",Chemical Point Italia s.r.l,"decane-1,2-diol",1119-86-4,55523
335,"1,2-Diacetylhydrazine",Chemical Point Italia s.r.l,"N,N'-Diacetylhydrazine",3148-73-0,55523
336,"1,2-Dibromo-1,1,2-trichloroethane",Chemical Point Italia s.r.l,"1,2-dibromo-1,1,2-trichloroethane",13749-38-7,55523
337,"1,2-Dibromo-2,4-dicyanobutane",Chemical Point Italia s.r.l,Methyldibromo Glutaronitrile,35691-65-7,55523
338,"1,2-Dibromo-3,5-difluorobenzene",Cenik Chemicals,"1,2-Dibromo-3,5-difluorobenzene",139215-43-3,26063
339,"1,2-Dibromo-3,5-difluorobenzene",Chemical Point Italia s.r.l,"1,2-Dibromo-3,5-difluorobenzene",139215-43-3,55523
340,"1,2-Dibromo-4,5-difluorobenzene",Cenik Chemicals,"1,2-dibromo-4,5-difluorobenzene",64695-78-9,26063
341,"1,2-Dibromo-4-fluorobenzene",Chemical Point Italia s.r.l,"1,2-dibromo-4-fluorobenzene",2369-37-1,55523
342,"1,2-dibromobenzene","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2-dibromobenzene",583-53-9,17191
343,"1,2 Dibromo ethane",Cenik Chemicals,Dibromoethane,106-93-4,26063
344,"1,2-Dibromoethane",Chemical Point Italia s.r.l,Dibromoethane,106-93-4,55523
345,"1,2-Dibromoethane-13C2",Chemical Point Italia s.r.l,"1,2-Dibromoethane-13C2",33458-49-0,55523
346,"1,2-Dibromoethane-d4",Chemical Point Italia s.r.l,"1,2-dibromo-[1,1,2,2-2H4]ethane",22581-63-1,55523
347,"(1,2-DIBROMOETHYL)BENZENE",Cenik Chemicals,"1,2-dibromo(phenyl)ethane",93-52-7,26063
348,"(±)-1,2-Dibromoethyl ethyl ether",Chemical Point Italia s.r.l,"1,2-dibromo-1-ethoxyethane",2983-26-8,55523
349,"1,2-DIBROMOFLUOROETHANE",Cenik Chemicals,"1,2-dibromo-1-fluoroethane",358-97-4,26063
350,"1,2-DIBROMOTETRACHLOROETHANE","Zhejiang ZETian Fine Chemicals Co.,Ltd","1,2-dibromotetrachloroethane",630-25-1,17191
351,"1,2-Dibromotetrafluoroethane",Chemical Point Italia s.r.l,"1,2-dibromotetrafluoroethane",124-73-2,55523
352,"1,2-Dichloro-1,1,2-trifluoro-2-iodoethane",Chemical Point Italia s.r.l,"1,2-dichloro-1,1,2-trifluoro-2-iodoethane",354-61-0,55523
353,"1,2-Dichloro-1,1-difluoroethane",Chemical Point Italia s.r.l,"1,2-dichloro-1,1-difluoroethane",1649-08-7,55523
354,"1,2-Dichloro-3-iodobenzene",Chemical Point Italia s.r.l,"1,2-dichloro-3-iodobenzene",2401-21-0,55523
355,"1,2-Dichloro-4-fluoro-5-nitrobenzene",Chemical Point Italia s.r.l,"1,2-Dichloro-4-fluoro-5-nitrobenzene",2339-78-8,55523
356,"1,2-Dichloro-4-fluorobenzene",Chemical Point Italia s.r.l,"1,2-dichloro-4-fluorobenzene",1435-49-0,55523
357,"1,2-Dichloro-4-iodobenzene",Chemical Point Italia s.r.l,"1,2-dichloro-4-iodobenzene",20555-91-3,55523
358,"1,2-dichlorobenzene",Cenik Chemicals,"1,2-Dichlorobenzene",95-50-1,26063
359,"1,2-Dichloroethane",Chemical Point Italia s.r.l,"1,2-Dichloroethane (EDC)",107-06-2,55523
360,"1,2-Dichlorohexafluorocyclobutane",Chemical Point Italia s.r.l,"1,2-dichlorohexafluorocyclobutane",356-18-3,55523
361,"1,2-Dichlorooctafluorocyclohexene",Chemical Point Italia s.r.l,"1,2-dichloro-3,3,4,4,5,5,6,6-octafluorocyclohexene",336-19-6,55523
362,"1,2-Didodecanoyl-rac-glycero-3-phosphocholine",Chemical Point Italia s.r.l,"(±)-(7-lauroyl-4-oxido-10-oxo-3,5,9-trioxa-4-phosphahenicosyl)trimethylammonium 4-oxide",18656-40-1,55523
363,"1,2-Didodecanoyl-sn-glycero-3-phosphocholine",Chemical Point Italia s.r.l,"(R)-(7-lauroyl-4-oxido-10-oxo-3,5,9-trioxa-4-phosphahenicosyl)trimethylammonium 4-oxide",18194-25-7,55523
364,"1,2-Difluoro-4,5-dimethoxybenzene",Chemical Point Italia s.r.l,"1,2-Difluoro-4,5-dimethoxybenzene",203059-80-7,55523
365,"1,2-Difluoro-4-iodobenzene",INFINIUM PHARMACHEM LIMITED,"3,4-Difluoroiodobenzene",64248-58-4,734
